,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
441840,202033271,2670,HARASSMENT/ CRIMINAL HARASSMENT,A1,70,0,5/13/2020 18:20,2020,5,Wednesday,18,BEACON ST,42.356419,-71.068347,"(42.35641900, -71.06834700)"
464935,202008470,616,LARCENY THEFT OF BICYCLE,D4,167,0,1/31/2020 10:00,2020,1,Friday,10,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
433806,202041938,3114,INVESTIGATE PROPERTY,E18,500,0,6/15/2020 20:59,2020,6,Monday,20,MOUNT HOPE ST,42.281154,-71.112995,"(42.28115400, -71.11299500)"
433987,202041743,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,496,0,6/15/2020 9:34,2020,6,Monday,9,THATCHER ST,42.266793,-71.117572,"(42.26679300, -71.11757200)"
461959,202011690,3301,VERBAL DISPUTE,B3,408,0,2/12/2020 10:15,2020,2,Wednesday,10,SANFORD ST,42.273416,-71.075174,"(42.27341600, -71.07517400)"
469161,202003864,423,ASSAULT - AGGRAVATED,C11,451,0,1/15/2020 10:00,2020,1,Wednesday,10,WASHINGTON ST,42.294173,-71.071938,"(42.29417300, -71.07193800)"
446832,202027944,3007,SUDDEN DEATH,B3,445,0,4/19/2020 6:58,2020,4,Sunday,6,BRENTON ST,42.297605,-71.080249,"(42.29760500, -71.08024900)"
447679,202027059,423,ASSAULT - AGGRAVATED,B2,331,0,4/14/2020 18:24,2020,4,Tuesday,18,SAYWARD ST,42.313979,-71.068665,"(42.31397900, -71.06866500)"
444211,202030737,3301,VERBAL DISPUTE,E18,520,0,4/27/2020 21:00,2020,4,Monday,21,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
471541,202001269,2647,THREATS TO DO BODILY HARM,B3,457,0,1/5/2020 20:59,2020,1,Sunday,20,CHARLOTTE ST,42.299442,-71.084897,"(42.29944200, -71.08489700)"
446700,202028082,2647,THREATS TO DO BODILY HARM,B2,612,0,4/19/2020 16:00,2020,4,Sunday,16,LONGWOOD AVE,42.337441,-71.10428,"(42.33744100, -71.10428000)"
448045,202026668,3115,INVESTIGATE PERSON,B3,422,0,4/12/2020 20:58,2020,4,Sunday,20,RIVER ST,42.271414,-71.080143,"(42.27141400, -71.08014300)"
465965,202007333,3115,INVESTIGATE PERSON,D4,270,0,1/27/2020 21:43,2020,1,Monday,21,HARRISON AVE,42.334018,-71.076381,"(42.33401800, -71.07638100)"
453892,202020420,801,ASSAULT - SIMPLE,E5,550,0,3/14/2020 14:56,2020,3,Saturday,14,BLUE LEDGE DR,42.272535,-71.136229,"(42.27253500, -71.13622900)"
457636,202016389,3005,SICK ASSIST,E5,748,0,2/29/2020 8:46,2020,2,Saturday,8,WESTGATE RD,42.300877,-71.166377,"(42.30087700, -71.16637700)"
431773,202044131,3114,INVESTIGATE PROPERTY,E13,658,0,6/23/2020 21:31,2020,6,Tuesday,21,ALLANDALE ST,42.301928,-71.139601,"(42.30192800, -71.13960100)"
446629,202028157,3301,VERBAL DISPUTE,E13,574,0,4/20/2020 10:41,2020,4,Monday,10,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
436548,202038975,3301,VERBAL DISPUTE,C11,404,0,6/4/2020 19:07,2020,6,Thursday,19,O'CONNELL RD,42.278147,-71.068284,"(42.27814700, -71.06828400)"
431141,202044807,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,187,0,6/26/2020 6:14,2020,6,Friday,6,BOSTON ST,42.325023,-71.059251,"(42.32502300, -71.05925100)"
466311,202006954,3502,MISSING PERSON - LOCATED,B2,282,0,1/26/2020 17:15,2020,1,Sunday,17,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
445155,202029727,3301,VERBAL DISPUTE,A7,26,0,4/27/2020 23:25,2020,4,Monday,23,DECATUR ST,42.372569,-71.040176,"(42.37256900, -71.04017600)"
433501,202042266,3301,VERBAL DISPUTE,D14,790,0,6/17/2020 2:54,2020,6,Wednesday,2,SUTHERLAND RD,42.337242,-71.15009,"(42.33724200, -71.15009000)"
445084,202029805,724,AUTO THEFT,B2,292,0,4/27/2020 15:00,2020,4,Monday,15,WASHINGTON ST,42.326664,-71.08749,"(42.32666400, -71.08749000)"
430377,202045619,3112,LANDLORD - TENANT,C11,355,0,6/28/2020 0:01,2020,6,Sunday,0,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
435510,202040074,3301,VERBAL DISPUTE,C6,186,0,6/9/2020 2:45,2020,6,Tuesday,2,BOSTON ST,42.326921,-71.058418,"(42.32692100, -71.05841800)"
446248,202028559,2647,THREATS TO DO BODILY HARM,C11,355,0,4/22/2020 0:30,2020,4,Wednesday,0,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
465687,202007646,3301,VERBAL DISPUTE,D4,618,0,1/29/2020 0:23,2020,1,Wednesday,0,FENWAY,42.342278,-71.091521,"(42.34227800, -71.09152100)"
458368,202015587,614,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2/26/2020 15:30,2020,2,Wednesday,15,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
461312,202012419,801,ASSAULT - SIMPLE,B2,306,0,2/14/2020 17:15,2020,2,Friday,17,COBDEN ST,42.317419,-71.095679,"(42.31741900, -71.09567900)"
442521,202032538,3115,INVESTIGATE PERSON,C11,404,0,5/10/2020 17:00,2020,5,Sunday,17,RUGDALE RD,42.276486,-71.067839,"(42.27648600, -71.06783900)"
462455,202011133,801,ASSAULT - SIMPLE,A1,77,0,2/10/2020 13:00,2020,2,Monday,13,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
448401,202026290,614,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,385,0,4/10/2020 19:05,2020,4,Friday,19,GALLIVAN BLVD,42.284105,-71.046089,"(42.28410500, -71.04608900)"
470221,202002705,2403,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,903,0,1/11/2020 2:05,2020,1,Saturday,2,TREMONT ST,42.33766,-71.083392,"(42.33766000, -71.08339200)"
443026,202032009,3301,VERBAL DISPUTE,E5,822,0,5/8/2020 0:39,2020,5,Friday,0,GEORGETOWNE DR,42.259434,-71.14798,"(42.25943400, -71.14798000)"
452379,202022037,613,LARCENY SHOPLIFTING,A1,111,0,3/21/2020 18:57,2020,3,Saturday,18,WASHINGTON ST,42.352729,-71.062562,"(42.35272900, -71.06256200)"
437009,202038476,801,ASSAULT - SIMPLE,B3,445,0,6/2/2020 16:00,2020,6,Tuesday,16,GREENWOOD ST,42.299383,-71.079871,"(42.29938300, -71.07987100)"
426949,202049271,3114,INVESTIGATE PROPERTY,D14,763,1,7/12/2020 22:02,2020,7,Sunday,22,OAKLAND ST,42.323758,-71.090509,"(42.32375800, -71.09050900)"
445780,202029065,1402,VANDALISM,C6,200,0,4/6/2020 0:00,2020,4,Monday,0,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
439755,202035523,801,ASSAULT - SIMPLE,C11,242,0,5/23/2020 2:30,2020,5,Saturday,2,STOUGHTON ST,42.315814,-71.062336,"(42.31581400, -71.06233600)"
442810,202032239,423,ASSAULT - AGGRAVATED,B2,612,0,5/8/2020 22:00,2020,5,Friday,22,FRANCIS ST,42.336062,-71.107828,"(42.33606200, -71.10782800)"
459384,202014487,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2/21/2020 17:30,2020,2,Friday,17,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
470154,202002774,3115,INVESTIGATE PERSON,B2,300,0,1/11/2020 11:24,2020,1,Saturday,11,OAKLAND ST,42.323531,-71.090001,"(42.32353100, -71.09000100)"
459447,202014422,1102,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,2/21/2020 8:15,2020,2,Friday,8,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
431088,202044862,3410,TOWED MOTOR VEHICLE,A1,85,0,6/26/2020 12:07,2020,6,Friday,12,PRINCE ST,42.365455,-71.055902,"(42.36545500, -71.05590200)"
450476,202024064,1402,VANDALISM,A1,77,0,3/30/2020 16:00,2020,3,Monday,16,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
428727,202047387,2647,THREATS TO DO BODILY HARM,E5,691,0,5/22/2020 12:00,2020,5,Friday,12,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
449059,202025579,3625,DANGEROUS OR HAZARDOUS CONDITION,B2,282,0,4/1/2020 15:34,2020,4,Wednesday,15,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
439645,202035641,3114,INVESTIGATE PROPERTY,A1,77,0,5/23/2020 0:00,2020,5,Saturday,0,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
438573,202036789,619,LARCENY ALL OTHERS,D4,153,0,5/28/2020 13:35,2020,5,Thursday,13,TREMONT ST,42.341495,-71.076245,"(42.34149500, -71.07624500)"
452364,202022052,619,LARCENY ALL OTHERS,A1,117,0,3/21/2020 0:00,2020,3,Saturday,0,BEACH ST,42.351528,-71.062482,"(42.35152800, -71.06248200)"
469377,202003620,619,LARCENY ALL OTHERS,B3,465,0,1/12/2020 21:30,2020,1,Sunday,21,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
427903,202048260,3115,INVESTIGATE PERSON,C11,355,0,6/13/2020 21:02,2020,6,Saturday,21,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
449194,202025434,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,4/5/2020 20:17,2020,4,Sunday,20,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
443538,202031460,1402,VANDALISM,D14,776,0,5/3/2020 18:00,2020,5,Sunday,18,BLENFORD RD,42.344898,-71.150716,"(42.34489800, -71.15071600)"
457331,202016711,3005,SICK ASSIST,B3,437,0,3/1/2020 11:33,2020,3,Sunday,11,SOUTHERN AVE,42.290262,-71.074738,"(42.29026200, -71.07473800)"
469525,202003462,613,LARCENY SHOPLIFTING,D4,170,0,1/13/2020 17:42,2020,1,Monday,17,WASHINGTON ST,42.337679,-71.075291,"(42.33767900, -71.07529100)"
462870,202010687,3201,PROPERTY - LOST/ MISSING,D4,284,0,2/8/2020 8:50,2020,2,Saturday,8,MASSACHUSETTS AVE,42.341069,-71.082552,"(42.34106900, -71.08255200)"
460171,202013642,3119,FIREARM/WEAPON - FOUND OR CONFISCATED,C11,334,0,2/19/2020 11:55,2020,2,Wednesday,11,CAMERON ST,42.310868,-71.063196,"(42.31086800, -71.06319600)"
453541,202020783,1402,VANDALISM,D4, ,0,3/16/2020 1:55,2020,3,Monday,1,HARRISON AVE,42.344967,-71.063822,"(42.34496700, -71.06382200)"
429062,202047034,2670,HARASSMENT/ CRIMINAL HARASSMENT,E5,691,0,7/4/2020 12:00,2020,7,Saturday,12,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
451004,202023500,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,578,0,3/27/2020 16:30,2020,3,Friday,16,CENTRE ST,42.322463,-71.107579,"(42.32246300, -71.10757900)"
465910,202007392,3006,SICK/INJURED/MEDICAL - PERSON,C11,363,0,1/28/2020 9:19,2020,1,Tuesday,9,DORCHESTER AVE,42.293288,-71.062195,"(42.29328800, -71.06219500)"
430878,202045092,3115,INVESTIGATE PERSON,A1,68,0,6/27/2020 1:16,2020,6,Saturday,1,BOWDOIN ST,42.360381,-71.062857,"(42.36038100, -71.06285700)"
434096,202041631,724,AUTO THEFT,C11,355,0,6/14/2020 9:00,2020,6,Sunday,9,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
449959,202024624,3115,INVESTIGATE PERSON,C11,354,0,4/2/2020 15:58,2020,4,Thursday,15,MANLEY ST,42.29641,-71.05412,"(42.29641000, -71.05412000)"
452677,202021717,3115,INVESTIGATE PERSON,A15,45,0,3/20/2020 11:53,2020,3,Friday,11,ALLSTON ST,42.380484,-71.063455,"(42.38048400, -71.06345500)"
430571,202045414,724,AUTO THEFT,B3,465,0,6/27/2020 0:00,2020,6,Saturday,0,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
456079,202018075,1102,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,3/2/2020 17:15,2020,3,Monday,17,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
469989,202002954,3005,SICK ASSIST,C6,915,0,1/11/2020 22:44,2020,1,Saturday,22,E EIGHTH ST,42.331297,-71.048648,"(42.33129700, -71.04864800)"
468074,202005031,614,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,815,0,1/19/2020 14:13,2020,1,Sunday,14,WEITZ ST,42.361025,-71.130935,"(42.36102500, -71.13093500)"
466034,202007262,423,ASSAULT - AGGRAVATED,A1,64,0,1/27/2020 9:30,2020,1,Monday,9,FRUIT ST,42.362402,-71.069546,"(42.36240200, -71.06954600)"
444930,202029971,2647,THREATS TO DO BODILY HARM,D14,794,0,4/29/2020 0:20,2020,4,Wednesday,0,GLENVILLE AVE,42.349004,-71.136499,"(42.34900400, -71.13649900)"
438537,202036830,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,5/28/2020 14:08,2020,5,Thursday,14,NORFOLK ST,42.283197,-71.083931,"(42.28319700, -71.08393100)"
434100,202041626,3115,INVESTIGATE PERSON,B3,418,0,6/14/2020 18:16,2020,6,Sunday,18,CORBET ST,42.281022,-71.082829,"(42.28102200, -71.08282900)"
439895,202035375,1107,FRAUD - IMPERSONATION,E13,640,0,5/21/2020 15:57,2020,5,Thursday,15,CHESTNUT AVE,42.316052,-71.107427,"(42.31605200, -71.10742700)"
459508,202014354,3301,VERBAL DISPUTE,A1,127,0,2/22/2020 1:23,2020,2,Saturday,1,WASHINGTON ST,42.34876,-71.064082,"(42.34876000, -71.06408200)"
458291,202015670,3301,VERBAL DISPUTE,B2,911,0,2/26/2020 20:29,2020,2,Wednesday,20,ANNUNCIATION RD,42.335062,-71.093167,"(42.33506200, -71.09316700)"
465199,202008181,3115,INVESTIGATE PERSON,E18,483,0,1/30/2020 15:00,2020,1,Thursday,15,HOLMFIELD AVE,42.263237,-71.10035,"(42.26323700, -71.10035000)"
439402,202035902,2647,THREATS TO DO BODILY HARM,C6,186,0,5/24/2020 21:40,2020,5,Sunday,21,ALLSTATE RD,42.326966,-71.061986,"(42.32696600, -71.06198600)"
458025,202015964,801,ASSAULT - SIMPLE,C6,936,0,2/27/2020 19:39,2020,2,Thursday,19,CROWLEY-ROGERS WAY,42.339854,-71.054392,"(42.33985400, -71.05439200)"
436735,202038776,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11, ,0,6/4/2020 7:45,2020,6,Thursday,7,WALDECK ST,42.298819,-71.0657,"(42.29881900, -71.06570000)"
437167,202038303,3115,INVESTIGATE PERSON,A1,66,0,6/2/2020 12:54,2020,6,Tuesday,12,CHARLES ST,42.360644,-71.070861,"(42.36064400, -71.07086100)"
430348,202045650,801,ASSAULT - SIMPLE,D4,179,0,6/29/2020 11:45,2020,6,Monday,11,MASSACHUSETTS AVE,42.332855,-71.072624,"(42.33285500, -71.07262400)"
454301,202019984,301,ROBBERY,C11,247,0,3/12/2020 20:29,2020,3,Thursday,20,DORCHESTER AVE,42.314782,-71.0568,"(42.31478200, -71.05680000)"
442178,202032911,616,LARCENY THEFT OF BICYCLE,D14,778,0,5/10/2020 12:00,2020,5,Sunday,12,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
459205,202014682,3006,SICK/INJURED/MEDICAL - PERSON,C6,915,0,2/23/2020 11:49,2020,2,Sunday,11,JAMES O'NEILL ST,42.330412,-71.051825,"(42.33041200, -71.05182500)"
434068,202041659,1402,VANDALISM,B3,465,0,6/12/2020 23:30,2020,6,Friday,23,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
451470,202023007,3115,INVESTIGATE PERSON,E18,495,0,3/25/2020 21:15,2020,3,Wednesday,21,LAVAL ST,42.262991,-71.119213,"(42.26299100, -71.11921300)"
459972,202013860,3502,MISSING PERSON - LOCATED,E13,570,0,2/18/2020 8:00,2020,2,Tuesday,8,FOREST HILLS ST,42.304922,-71.10298,"(42.30492200, -71.10298000)"
459098,202014796,3005,SICK ASSIST,A1,78,0,2/23/2020 20:39,2020,2,Sunday,20,HANOVER ST,42.361794,-71.057112,"(42.36179400, -71.05711200)"
445411,202029452,3301,VERBAL DISPUTE,D4,154,0,4/26/2020 13:03,2020,4,Sunday,13,RUTLAND SQ,42.341737,-71.078185,"(42.34173700, -71.07818500)"
448040,202026673,3301,VERBAL DISPUTE,C11,462,0,4/12/2020 21:21,2020,4,Sunday,21,ROSSETER ST,42.301161,-71.072842,"(42.30116100, -71.07284200)"
455910,202018256,3301,VERBAL DISPUTE,A1,123,0,3/6/2020 17:48,2020,3,Friday,17,NASSAU ST,42.348805,-71.062854,"(42.34880500, -71.06285400)"
459592,202014266,3115,INVESTIGATE PERSON,B2,297,0,2/21/2020 17:47,2020,2,Friday,17,SAINT RICHARD ST,42.323189,-71.083563,"(42.32318900, -71.08356300)"
467249,202005927,3207,PROPERTY - FOUND,A1,77,0,1/22/2020 22:07,2020,1,Wednesday,22,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
472433,202000295,3410,TOWED MOTOR VEHICLE,C11,366,0,1/2/2020 7:53,2020,1,Thursday,7,SHEPTON ST,42.289473,-71.062678,"(42.28947300, -71.06267800)"
446031,202028792,614,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,200,0,4/22/2020 21:00,2020,4,Wednesday,21,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
431828,202044070,614,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,691,0,6/22/2020 17:30,2020,6,Monday,17,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
431590,202044325,1102,FRAUD - FALSE PRETENSE / SCHEME,C11,355,0,5/11/2020 19:00,2020,5,Monday,19,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
440447,202034782,3301,VERBAL DISPUTE,B3,444,0,5/20/2020 9:58,2020,5,Wednesday,9,BICKNELL ST,42.297465,-71.082743,"(42.29746500, -71.08274300)"
464737,202008679,3201,PROPERTY - LOST/ MISSING,C11,355,0,2/1/2020 16:30,2020,2,Saturday,16,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
464389,202009046,3001,DEATH INVESTIGATION,E18,519,0,2/2/2020 23:30,2020,2,Sunday,23,LINCOLN ST,42.258566,-71.119516,"(42.25856600, -71.11951600)"
471014,202001850,3018,SICK/INJURED/MEDICAL - POLICE,D14,778,0,1/7/2020 6:32,2020,1,Tuesday,6,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
471653,202001148,727,AUTO THEFT - LEASED/RENTED VEHICLE,C11,355,0,1/5/2020 12:30,2020,1,Sunday,12,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
460885,202012875,611,LARCENY PICK-POCKET,D4,167,0,2/14/2020 23:45,2020,2,Friday,23,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
459869,202013968,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,282,0,2/20/2020 18:21,2020,2,Thursday,18,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
465949,202007350,3410,TOWED MOTOR VEHICLE,A1,61,0,1/28/2020 0:30,2020,1,Tuesday,0,NASHUA ST,42.366008,-71.064035,"(42.36600800, -71.06403500)"
437701,202037727,2007,VIOLATION - RESTRAINING ORDER (NO ARREST),B2,268,0,5/31/2020 17:16,2020,5,Sunday,17,DUBOIS ST,42.329119,-71.076756,"(42.32911900, -71.07675600)"
438927,202036407,3115,INVESTIGATE PERSON,E5,822,0,5/27/2020 2:31,2020,5,Wednesday,2,RIDGECREST TER,42.262353,-71.153505,"(42.26235300, -71.15350500)"
469945,202003004,801,ASSAULT - SIMPLE,C11,333,0,1/12/2020 5:06,2020,1,Sunday,5,QUINCY ST,42.310558,-71.06826,"(42.31055800, -71.06826000)"
464010,202009456,2647,THREATS TO DO BODILY HARM,E18,520,0,2/4/2020 14:09,2020,2,Tuesday,14,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
455405,202018790,3502,MISSING PERSON - LOCATED,B2,282,0,3/8/2020 19:19,2020,3,Sunday,19,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
443478,202031525,617,LARCENY THEFT FROM BUILDING,D4,172,0,5/1/2020 7:30,2020,5,Friday,7,MASSACHUSETTS AVE,42.333111,-71.072763,"(42.33311100, -71.07276300)"
463225,202010308,3114,INVESTIGATE PROPERTY,C6,178,0,1/27/2020 10:21,2020,1,Monday,10,MASSACHUSETTS AVE,42.328563,-71.068353,"(42.32856300, -71.06835300)"
450803,202023713,3006,SICK/INJURED/MEDICAL - PERSON,E13,640,0,3/29/2020 18:05,2020,3,Sunday,18,LAWNDALE TER,42.314018,-71.106023,"(42.31401800, -71.10602300)"
453916,202020392,801,ASSAULT - SIMPLE,E5,822,0,3/14/2020 13:21,2020,3,Saturday,13,WASHINGTON ST,42.265336,-71.152599,"(42.26533600, -71.15259900)"
448404,202026287,1402,VANDALISM,E18,520,0,4/7/2020 3:00,2020,4,Tuesday,3,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
447252,202027506,3005,SICK ASSIST,B2,584,0,4/16/2020 18:48,2020,4,Thursday,18,BUCKNAM ST,42.327084,-71.104234,"(42.32708400, -71.10423400)"
465193,202008188,3115,INVESTIGATE PERSON,D4,962,0,1/30/2020 18:32,2020,1,Thursday,18,W DEDHAM ST,42.341867,-71.072722,"(42.34186700, -71.07272200)"
454903,202019337,619,LARCENY ALL OTHERS,A7,28,0,3/2/2020 20:00,2020,3,Monday,20,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
453022,202021349,801,ASSAULT - SIMPLE,A7,907,0,3/18/2020 16:12,2020,3,Wednesday,16,BORDER ST,42.37141,-71.04245,"(42.37141000, -71.04245000)"
445405,202029458,1106,FRAUD - CREDIT CARD / ATM FRAUD,B2,586,0,4/26/2020 14:00,2020,4,Sunday,14,HILLSIDE ST,42.330131,-71.10138,"(42.33013100, -71.10138000)"
450009,202024570,1402,VANDALISM,D4,167,0,4/2/2020 12:49,2020,4,Thursday,12,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
429948,202046078,801,ASSAULT - SIMPLE,B2,261,0,6/30/2020 23:38,2020,6,Tuesday,23,DUDLEY ST,42.321041,-71.072152,"(42.32104100, -71.07215200)"
443469,202031536,615,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,500,0,5/5/2020 21:04,2020,5,Tuesday,21,CANTERBURY ST,42.279769,-71.11542,"(42.27976900, -71.11542000)"
444122,202030831,801,ASSAULT - SIMPLE,D4,168,0,5/2/2020 17:42,2020,5,Saturday,17,WASHINGTON ST,42.338163,-71.074612,"(42.33816300, -71.07461200)"
432438,202043412,2662,BALLISTICS EVIDENCE/FOUND,B2,901,1,6/21/2020 12:16,2020,6,Sunday,12,PARKER ST,42.333759,-71.09574,"(42.33375900, -71.09574000)"
453314,202021023,801,ASSAULT - SIMPLE,A1,111,0,3/17/2020 8:05,2020,3,Tuesday,8,WINTER ST,42.356023,-71.061776,"(42.35602300, -71.06177600)"
460007,202013822,3201,PROPERTY - LOST/ MISSING,A1,77,0,2/15/2020 0:00,2020,2,Saturday,0,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
461473,202012240,801,ASSAULT - SIMPLE,D14,781,0,2/14/2020 0:19,2020,2,Friday,0,N BEACON ST,42.355281,-71.145661,"(42.35528100, -71.14566100)"
455444,202018751,3801,M/V ACCIDENT - OTHER,C11,355,0,3/8/2020 16:30,2020,3,Sunday,16,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
438535,202036832,3005,SICK ASSIST,E13,642,0,5/28/2020 15:33,2020,5,Thursday,15,CENTRE ST,42.311933,-71.11429,"(42.31193300, -71.11429000)"
472571,202000149,3410,TOWED MOTOR VEHICLE,B3,441,0,1/1/2020 13:00,2020,1,Wednesday,13,NIGHTINGALE ST,42.294743,-71.085037,"(42.29474300, -71.08503700)"
456213,202017930,615,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,282,0,2/29/2020 19:30,2020,2,Saturday,19,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
433664,202042092,3005,SICK ASSIST,A1,65,0,6/16/2020 13:42,2020,6,Tuesday,13,STANIFORD ST,42.362434,-71.063918,"(42.36243400, -71.06391800)"
466156,202007125,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,362,0,1/26/2020 9:00,2020,1,Sunday,9,LYNDHURST ST,42.292905,-71.069557,"(42.29290500, -71.06955700)"
456482,202017633,3006,SICK/INJURED/MEDICAL - PERSON,E13,572,0,3/4/2020 17:10,2020,3,Wednesday,17,SCHOOL ST,42.313717,-71.09819,"(42.31371700, -71.09819000)"
466288,202006979,3207,PROPERTY - FOUND,D14,778,0,1/26/2020 12:30,2020,1,Sunday,12,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
445765,202029082,613,LARCENY SHOPLIFTING,D4,162,0,4/24/2020 16:15,2020,4,Friday,16,HARRISON AVE,42.344967,-71.063822,"(42.34496700, -71.06382200)"
463493,202010017,3006,SICK/INJURED/MEDICAL - PERSON,C11,245,0,2/6/2020 9:28,2020,2,Thursday,9,DORCHESTER AVE,42.318119,-71.056731,"(42.31811900, -71.05673100)"
469960,202002989,3802,M/V ACCIDENT - PROPERTY DAMAGE,A1,113,0,1/12/2020 2:50,2020,1,Sunday,2,AVENUE DE LAFAYETTE,42.352834,-71.060081,"(42.35283400, -71.06008100)"
466666,202006575,3410,TOWED MOTOR VEHICLE,D14,785,0,1/25/2020 3:58,2020,1,Saturday,3,COLBORNE RD,42.342792,-71.146276,"(42.34279200, -71.14627600)"
460114,202013705,1102,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2/6/2020 19:01,2020,2,Thursday,19,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
466821,202006412,301,ROBBERY,D4,167,0,1/24/2020 15:30,2020,1,Friday,15,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
465724,202007610,613,LARCENY SHOPLIFTING,D4,619,0,1/28/2020 19:03,2020,1,Tuesday,19,MASSACHUSETTS AVE,42.344395,-71.08632,"(42.34439500, -71.08632000)"
458172,202015801,520,BURGLARY - RESIDENTIAL,B2,316,0,2/19/2020 19:30,2020,2,Wednesday,19,HUMBOLDT AVE,42.310248,-71.091839,"(42.31024800, -71.09183900)"
448506,202026178,301,ROBBERY,A1,77,0,4/10/2020 0:15,2020,4,Friday,0,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
454642,202019615,301,ROBBERY,C11,355,0,3/10/2020 22:00,2020,3,Tuesday,22,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
